date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:15:49	82169/82169	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:48%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2022	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2022.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/home)
08:15:50	72750/72750	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:49%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/home)
08:15:50	71905/71905	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:49%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/home)
08:15:51	71822/71822	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:50%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/home)
08:15:51	72171/72171	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:50%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/home)
08:15:52	66330/66330	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:51%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2017	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2017.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/home)
08:15:53	73407/73407	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:51%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/21-juin-le-duo	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/21-juin-le-duo.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:53	66523/66523	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:52%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/alaclair-ensemble	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/alaclair-ensemble.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:53	64945/64945	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:52%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/amay-laoni	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/amay-laoni.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:54	64487/64487	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:53%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/amaya	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/amaya.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:54	66249/66249	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:53%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/amel-bent	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/amel-bent.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:55	70901/70901	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:54%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/ang%c3%a8le	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/ang%c3%a8le.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:55	63509/63509	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:54%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/antsa-mendrika	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/antsa-mendrika.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:56	66033/66033	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:55%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2022/aya-nakamura	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2022/aya-nakamura.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:56	65088/65088	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:55%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/bigflo-oli	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/bigflo-oli.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:57	63715/63715	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:56%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/bilal-hassani	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/bilal-hassani.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:57	66398/66398	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:56%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/bleu-jeans-bleu	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/bleu-jeans-bleu.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:58	64015/64015	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:57%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/carla	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/carla.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:58	69313/69313	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:57%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/caroline-costa	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/caroline-costa.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:58	67893/67893	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:57%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/c%c3%a9phaz	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/c%c3%a9phaz.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:59	68426/68426	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:58%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/christophe-ma%c3%a9	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/christophe-ma%c3%a9.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:15:59	68869/68869	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:58%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/claudio-cap%c3%a9o	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/claudio-cap%c3%a9o.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:00	71184/71184	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:59%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/corneille	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/corneille.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:00	65058/65058	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:59%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/dadju	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/dadju.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:00	65991/65991	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:15:59%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/danakil	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/danakil.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:01	66604/66604	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:00%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/dj-kayz	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/dj-kayz.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:01	65228/65228	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:00%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/erza-muqoli	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/erza-muqoli.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:02	71100/71100	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:01%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/evan-et-marco	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/evan-et-marco.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:02	75240/75240	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:01%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/les-frangines	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/les-frangines.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:03	55599/55599	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:01%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/franglish	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/franglish.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:03	67600/67600	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:02%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2017/the-garlics	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2017/the-garlics.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:04	66219/66219	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:02%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/gauthier-galand	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/gauthier-galand.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:04	66106/66106	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:03%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2022/grand-corps-malade	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2022/grand-corps-malade.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:04	71514/71514	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:03%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/ichon	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/ichon.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:05	72141/72141	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:04%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/indila	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/indila.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:05	69322/69322	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:04%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/j%c3%a9r%c3%a9my-fr%c3%a9rot	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2019/j%c3%a9r%c3%a9my-fr%c3%a9rot.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:06	67005/67005	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:05%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/johnny-hallyday	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2018/johnny-hallyday.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:06	65733/65733	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:05%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/joyce-jonathan	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/joyce-jonathan.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:07	68145/68145	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:06%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/julien-dor%c3%a9	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/julien-dor%c3%a9.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:07	65464/65464	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:06%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/julien-granel	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2023/julien-granel.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:08	64276/64276	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:07%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/kalune	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2021/kalune.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
08:16:08	71727/71727	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2013:16:07%20GMT	https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/keenv	C:/My%20Web%20Sites/manie%20musicalle/sites.google.com/ugcloud.ca/manie-musicale-les-artistes/2020/keenv.html	(from https://sites.google.com/ugcloud.ca/manie-musicale-les-artistes/les-artistes)
